commissioning_date,municipality,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,electrical_capacity,municipality_code,project_name,production,tariff,notification_date,contract_period_end,street,canton,company,lat,lon,data_source
2012-12-16,Manno,Renewable energy,Solar,,Connected unit,0.1558,6928,PV Immobiliare Vedeggio SA Manno - Edificio Commerciale Piazzetta Agustoni,169.96170000000004,,2009-02-06,,Via Violino ,TI,Immobiliare Vedeggio SA,46.0305,8.918,BFE
2012-12-17,Laufenburg,Renewable energy,Solar,,Integrated unit,0.03402,5080,PV Gemeinde Laufenburg - Stadthalle,17.60773,,2011-07-06,,Spitalstrasse 11,AG,Gemeinde Laufenburg,47.5565,8.0598,BFE
2012-12-17,Ramsei,Renewable energy,Solar,,Connected unit,0.58534,3435,PV Zimmerei Kühni AG Ramsei - Expohalle,516.50557,,2011-01-12,,Emmentalstrasse 102,BE,Zimmerei Kühni AG,47.0,7.7094,BFE
2012-12-17,Gipf-Oberfrick,Renewable energy,Solar,,Integrated unit,0.0576,5073,PV Einwohnergemeinde Gipf-Oberfrick - Mehrzweckhalle  ,59.9358,,2011-06-29,,Hüttenweg ,AG,Einwohnergemeinde Gipf-Oberfrick,47.4897,8.0065,BFE
2012-12-17,Ramsei,Renewable energy,Solar,,Integrated unit,0.24128,3435,PV KÜHNI AG Ramsei - Bürohaus,67.56667,,2011-01-12,,Emmentalstrasse 102,BE,Zimmerei Kühni AG,47.0,7.7094,BFE
2012-12-18,Ibach,Renewable energy,Solar,,Connected unit,0.04302,6438,PV Elektrizitätswerk des Bezirks Schwyz AG Ibach - Anlage L42,35.69799,,2011-07-22,,"Landsgemeindestrasse 42, 44a, 44a und 48",SZ,Elektrizitätswerk des Bezirks Schwyz AG,47.0017,8.648,BFE
2012-12-18,Oensingen,Renewable energy,Solar,,Connected unit,0.20553,4702,PV Bürgergemeinde Oensingen - Lagerhaus,150.79128000000003,,2011-09-09,,Brüggmatt 3,SO,Forstbetrieb der Bürgergemeinde Oensingen,47.2903,7.7185,BFE
2012-12-19,Jaun,Renewable energy,Solar,,Connected unit,0.1906,1656,PV BZA AG Jaun - Schuwey,156.83874999999998,,2008-09-02,,Hauptstrasse 55 (Im Fang 14),FR,BZA AG ,46.5907,7.2301,BFE
2012-12-20,Romanshorn,Renewable energy,Solar,,Connected unit,0.76446,8590,PV Fatzer AG Romanshorn - Werksneubau Seilfabrik,639.0224300000001,,2008-05-01,,Hof - Gärtliszelg,TG,Fatzer AG,47.565,9.3597,BFE
2012-12-20,Grossaffoltern,Renewable energy,Solar,,Connected unit,0.0327,3257,PV Bürgergemeinde Grossaffoltern - Fernheizzentrale,34.298,,2011-05-27,,Farnigasse 11a,BE,Bürgergemeinde Grossaffoltern,47.0732,7.3427,BFE
2012-12-20,Ried-Brig,Renewable energy,Solar,,Connected unit,0.105,3911,PV Altersheim - und Pflegeheim Santa Rita Ried-Brig,114.13114999999999,,2011-09-14,,Alti Gassa 40,VS,Alters- und Plegeheim Santa Rita,46.3087,8.0239,BFE
2012-12-20,Illnau,Renewable energy,Solar,,Integrated unit,0.1418,8308,PV Biolandbau Guggenbüel Illnau,87.90932999999998,,2008-05-02,,Im Guggenbühl 1,ZH,Biolandbau Guggenbüel,47.4214,8.7424,BFE
2012-12-21,St-Légier-La Chiésaz,Renewable energy,Solar,,Connected unit,0.1738,1806,PV SIGE Centre technique La Veyre St-Légier,156.6885,,2009-12-02,,Chemin de la Veyre d'En Haut B8,VD,SIGE Service Intercommunal de Gestion,46.5008,6.9075,BFE
2012-12-21,Hemishofen,Renewable energy,Solar,,Integrated unit,0.8593,8261,PV Heinz Morgenegg Hemishofen - Bolderhof ,773.22478,,2008-05-02,,Bolderhof 1,SH,Bolderhof,47.6845,8.8406,BFE
2012-12-21,Penthalaz,Renewable energy,Solar,,Integrated unit,0.0352,1305,PV PPE Zurbruegg-Affolter Penthalaz,28.85049,,2009-04-21,,Route de Daillens 8,VD,PPE Zurbruegg-Affolter,46.6139,6.5316,BFE
2012-12-21,Bex,Renewable energy,Solar,,Connected unit,0.24784,1880,PV Echenard SA Bex,120.84563,,2011-11-03,,rte de la Gribannaz,VD,Echenard SA,46.2414,7.0632,BFE
2012-12-21,Evionnaz,Renewable energy,Solar,,Connected unit,2.0256,1902,PV SEIC SA Evionnaz - Rabotage,1866.2081500000002,,2010-04-30,,Route du Simplon 6,VS,Service électrique intercommunal S.A. - SEIC,46.1529,6.9544,BFE
2012-12-21,Domdidier,Renewable energy,Solar,,Connected unit,0.04305,1564,PV Association Jolliet Frédéric & Pierre-Yves Jordan Domdidier,22.2255,,2011-09-29,,Les Granges 18,FR,Association Jolliet Frédéric & Jordan Pierre-Yves,46.8609,7.0107,BFE
2012-12-21,Zürich,Renewable energy,Solar,,Connected unit,0.2535,8048,PV Schweizerische Bundesbahnen SBB Zürich - Solarkraftwerk RZA Zürich-Altstetten,234.62487999999996,,2010-08-06,,Hohlstrasse 370,ZH,Schweizerische Bundesbahnen SBB,47.3868,8.4839,BFE
2012-12-21,Appenzell,Renewable energy,Solar,,Connected unit,0.406,9050,PV Gawaplast Appenzell AG Appenzell,325.7792,,2011-08-03,,Industriestrasse 19,AI,Gawaplast Appenzell AG,47.3497,9.3597,BFE
2012-12-21,Orvin,Renewable energy,Solar,,Connected unit,0.08034,2534,PV Usimédur SA Orvin - Flachdach,71.14049999999999,,2011-05-27,,L'Echelette 6,BE,Usimédur SA,47.1561,7.212,BFE
2012-12-21,Langenthal,Renewable energy,Solar,,Connected unit,0.2707,4901,PV Hector Egger Holzbau AG Langenthal - HEH Werk II,245.741,,2010-06-09,,Steinackerweg 18,BE,Hector Egger Holzbau AG,47.2167,7.7833,BFE
2012-12-21,Saignelegier,Renewable energy,Solar,,Connected unit,0.4356,2350,PV BZA AG Saignelegier,388.46080000000006,,2008-07-23,,Turlerie 1,JU,BZA AG ,47.2458,7.028,BFE
2012-12-21,Wil,Renewable energy,Solar,,Connected unit,1.2346,9500,PV Fuchs Immo Concept GmbH Wil - Solar Werk II,1217.563,,2008-11-03,,Churfirstenstrasse 54,SG,Fuchs Immo Concept GmbH,47.4519,9.0525,BFE
2012-12-22,Hohentannen,Renewable energy,Solar,,Connected unit,0.7162,9216,PV Hertach & Partner Hohentannen,605.65016,,2009-07-02,,Wiesengatter 5,TG,Hertach & Partner,47.5076,9.2228,BFE
2012-12-24,Stein am Rhein,Renewable energy,Solar,,Connected unit,0.0316,8260,PV Schreinerei Zimmerei Küchenbau Stein am Rhein,33.26,,2009-11-23,,Degerfelderstrasse 3,SH,Schreinerei Zimmerei Küchenbau,47.6654,8.8565,BFE
2012-12-24,Hinwil,Renewable energy,Solar,,Connected unit,0.351,8340,PV FBB Immobilien AG Hinwil Post-Logistikzentrum,335.86480000000006,,2008-05-20,,Studbachstrasse 11,ZH,FBB Immobilien AG,47.3029,8.8504,BFE
2012-12-24,Sissach,Renewable energy,Solar,,Connected unit,0.3056,4450,PV Amt für Industrielle Betriebe Liestal - ARA Sissach,294.3004,,2008-05-01,,Wuhrweg 54,BL,Amt für Industrielle Betriebe AIB,47.473,7.8057,BFE
2012-12-26,Etoy,Renewable energy,Solar,,Connected unit,0.0912,1163,*PV Fruits du roi SA Etoy,90.8542,,2009-05-13,,En Pallatex 5,VD,Fruits du roi SA,46.4832,6.4216,BFE
2012-12-26,Etoy,Renewable energy,Solar,,Connected unit,0.0912,1163,*PV Thury Fruits SA Etoy,2.4266,,2009-05-13,,En Pallatex 5,VD,Thury Fruits SA,46.4832,6.4216,BFE
2012-12-27,Bussigny-près-Lausanne,Renewable energy,Solar,,Connected unit,0.3175,1030,*PV Romande Energie SA Bussigny- Nestlé,147.23583,,2011-05-13,,Route de Buyère 4,VD,Romande Energie Renouvelable SA,46.5542,6.5474,BFE
2012-12-27,Bussigny-près-Lausanne,Renewable energy,Solar,,Connected unit,0.3175,1030,*PV Romande Energie SA Bussigny- Nestlé,19.550279999999997,,2011-05-13,,Route de Buyère 4,VD,Romande Energie SA,46.5542,6.5474,BFE
2012-12-30,Alle,Renewable energy,Solar,,Connected unit,1.6851,2942,PV FLASA Alle,1595.334,,2008-05-01,,Coin du Jonc 48,JU,FLASA,47.4276,7.1263,BFE
2012-12-31,Vaulruz,Renewable energy,Solar,,Integrated unit,0.87932,1627,PV ISO IMMO SA Vaulruz - Soleil I,57.83925,,2011-03-14,,Champ Paccot 4+5,FR,ISO IMMO SA,46.6175,6.982,BFE
2013-01-08,Seigneux,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.15,1525,Cuachet Energies SA Seigneux,1065.512,,2010-08-07,,Cuachet 1,VD,Cuachet Energies SA,46.7287,6.8746,BFE
2013-01-09,Jona,Renewable energy,Bioenergy,,Biomass and biogas,0.15,8645,BHKW ARA Jona,654.304,,2009-02-03,,Stampfstrasse 45,SG,Stadtverwaltung Jona-Rapperswil,47.2296,8.8516,BFE
2013-01-21,San Abbondio,Renewable energy,Hydro,,Drinking water plant,0.056,6577,Nuovo Serbatoio con Microcentrale a San Abbondio,243.94929000000002,,2009-03-04,,via Indemini ,TI,Comune di Gambarogno,46.1073,8.7921,BFE
2013-01-22,Waltenschwil,Renewable energy,Solar,,Integrated unit,0.03444,5622,PV Trägerverein Bünzpark Waltenschwil - Pflegewohngruppe Bünzpark,31.147,,2011-09-08,,Grottenweg 4,AG,Trägerverein Bünzpark,47.334,8.2969,BFE
2013-01-23,Hallau,Renewable energy,Bioenergy,,Biomass and biogas,0.085,8215,B Abwasserverband Klettgau Hallau - ARA BHKW,190.53572,,2012-12-21,,Trasadingerstrasse 22,SH,Abwasserverband Klettgau,47.7015,8.4398,BFE
2013-01-24,Charmey,Renewable energy,Hydro,,Run-of-river,0.88,1637,Petite centrale hydroélectrique La Tzintre,3307.02402,,2008-06-25,,La Tzintre 63,FR,La Tzintre Energie SA,46.5966,7.1932,BFE
2013-01-31,Brienzwiler,Renewable energy,Hydro,,Drinking water plant,0.07,3856,Kraftwerk Trigli 2,560.4294299999999,,2008-06-13,,Kraftwerk Trigli,BE,Gemischte Gemeinde Brienzwiler Elektrizitätsversorgung,46.7596,8.1063,BFE
2013-02-06,Bure,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.7,2915,B Bio-Energ'Etique SA Claude Etique - Bure,4224.6712,,2008-05-02,,Route de Buix 76,JU,Bio-Energ'Etique SA,47.4399,6.9956,BFE
2013-02-28,Andelfingen,Renewable energy,Solar,,Connected unit,0.068,8450,PV Stegemann Maler AG Andelfingen,64.80761,,2008-05-02,,Industriestrasse,ZH,Stegemann Maler AG,47.5947,8.6814,BFE
2013-03-13,Beromünster,Renewable energy,Solar,,Connected unit,0.07443,6215,PV WS Sanplan AG Beromünster - Gewerbegebäude Bürgermoos,71.74149,,2011-09-13,,Industriestrasse 16,LU,WS Sanplan AG,47.2104,8.2026,BFE
2013-03-15,Wilen,Renewable energy,Hydro,,Drinking water plant,0.11,6062,K Einwohnergemeinde Sarnen Wilen - TWKW Talen,231.20579999999998,,2012-02-23,,Talen,OW,Einwohnergemeinde Sarnen,46.8729,8.2152,BFE
2013-03-19,Bex,Renewable energy,Hydro,,Drinking water plant,2.4,1880,KW Forces Motrices de L'Avançon Bex - Sublin 2,9274.34057,,2009-12-18,,Route de Sublin ,VD,Forces Motrices de l'Avançon,46.2414,7.0632,BFE
2013-03-19,Thierachern,Renewable energy,Solar,,Integrated unit,0.03086,3634,PV STWEG Schwandstrasse 1F Thierachern,35.701,,2011-05-16,,Schwandstrasse 1f,BE,STWEG Schwandstrasse 1F,46.7499,7.5711,BFE
2013-04-04,Trachslau,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.143,8840,B Einsiedler Naturstrom AG Trachslau,779.51081,,2010-11-05,,Chlösterliweg 11,SZ,Einsiedler Naturstrom AG,47.1013,8.7299,BFE
2013-04-10,Turgi,Renewable energy,Hydro,,other Hydro,0.3825,5300,K Dotierkraftwerk Schiffmühle Turgi,1965.95857,,2008-09-10,,Laufäcker,AG,Limmatkraftwerke AG,47.49,8.2562,BFE
2013-04-19,Airolo,Renewable energy,Hydro,,Drinking water plant,0.26,6780,Centrale Ghiacciaia,1030.1269799999998,,2009-03-31,,Zona Ghiacciaia ,TI,Azienda Elettrica Comunale Airolo,46.5385,8.5928,BFE
2013-04-21,Aarwangen,Renewable energy,Solar,,Connected unit,0.16212,4912,PV BUNORM AG Aarwangen ,160.4949,,2011-01-25,,Industriestrasse 8,BE,BUNORM AG,47.2367,7.7672,BFE
2013-04-22,Gutenswil,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.075,8605,Biogasanlage Gutenswil,341.17802,,2008-05-02,,Grindelweg,ZH,EcoGas Gutenswil GmbH,47.3866,8.7175,BFE
2013-04-23,Littau,Renewable energy,Solar,,Connected unit,0.03529,6014,PV Matter Metallbau AG Littau - Solaire,25.728,,2009-06-23,,Staldenhof 6,LU,Matter Metallbau AG,47.0567,8.2446,BFE
2013-05-02,Buchs,Renewable energy,Solar,,Connected unit,0.2045,8107,PV Hartwag AG Buchs - Lagergebäude,209.58556,,2008-05-06,,Furtbachstrasse 3,ZH,Hartwag AG,47.4587,8.4406,BFE
2013-05-03,Winterthur,Renewable energy,Solar,,Connected unit,0.099,8400,PV AMAG Automobil- und Motoren AG Winterthur - Neubau,34.71984,,2011-11-03,,Zürcherstrasse 240,ZH,AMAG Automobil- und Motoren AG,47.4916,8.7295,BFE
2013-05-05,Autigny,Renewable energy,Bioenergy,,Biomass and biogas,0.04,1742,B AEGN Autigny - Réhabilitation de la STEP AEGN,274.097,,2011-02-18,,Chemin des Esserts 21A,FR,AEGN,46.7408,7.0333,BFE
2013-05-07,Thierachern,Renewable energy,Hydro,,Drinking water plant,0.045,3634,KW Thierachern,157.99545,,2008-05-02,,Wahlenhöhe,BE,Gemeindeverband Blattenheid,46.7499,7.5711,BFE
2013-05-08,Schaffhausen,Renewable energy,Solar,,Connected unit,0.0686,8200,PV SH Power Schaffhausen - Mühlenstrasse 19+21,61.24622,,2010-12-17,,Mühlenstrasse 19 + 21,SH,Städt. Werke Schaffhausen u. Neuhausen am Rheinfall (SH Power),47.7151,8.622,BFE
2013-05-13,Zug,Renewable energy,Solar,,Connected unit,0.0425,6300,PV Fideikomiss Müller Zug - Roostmatt 14,28.597659999999998,,2008-12-17,,Untere Roostmatt 14,ZG,Fideikomiss Müller,47.1667,8.5167,BFE
2013-05-13,Grabs,Renewable energy,Solar,,Connected unit,0.0978,9472,PV GRABSolar AG Grabs - Markthalle/Wertstoffsammelstelle,99.97286,,2009-05-08,,Marktplatz,SG,GRABSolar AG,47.1826,9.4488,BFE
2013-05-17,Ebnat-Kappel,Renewable energy,Solar,,Connected unit,0.8358,9642,PV toggenburg energie finanz ag Ebnat-Kappel - Alder & Eisenhut AG,710.19491,,2011-05-27,,Industriestrasse 10,SG,toggenburg energie finanz ag,47.2357,9.1318,BFE
2013-05-23,Einsiedeln,Renewable energy,Hydro,,Diversion plant,0.045,8840,KW Schöngarn Einsiedeln,170.30192999999997,,2009-12-31,,Grotzenmühlestrasse 20,SZ,Kleinwasserkraftwerk Schöngarn AG,47.1013,8.7299,BFE
2013-05-23,Niederbipp,Renewable energy,Solar,,Integrated unit,0.6729,4704,PV Bösiger Gemüsekulturen AG Niederbipp,612.7179699999999,,2010-06-16,,Rotboden 10a,BE,Bösiger Gemüsekulturen AG,47.2771,7.6573,BFE
2013-05-23,Wolfenschiessen,Renewable energy,Hydro,,Diversion plant,2.7,6386,K Elektrizitätswerk Nidwalden Wolfenschiessen - Kraftwerk Buoholzbach,8870.767330000002,,2013-09-19,,Flüglisloh,NW,Kantonales Elektrizitätswerk Nidwalden - EWN ,46.8958,8.3791,BFE
2013-05-24,Neuendorf,Renewable energy,Solar,,Connected unit,0.5741,4623,PV Migros Verteilbetrieb Neuendorf AG - TKL3,535.4082500000001,,2009-02-19,,Industriestrasse 2,SO,Migros Verteilbetrieb Neuendorf AG,47.2966,7.8005,BFE
2013-05-24,Neuendorf,Renewable energy,Solar,,Connected unit,2.41878,4623,PV Migros Verteilbetrieb Neuendorf AG - LCO 4,2311.899,,2009-02-19,,Neustrasse 44,SO,Migros Verteilbetrieb Neuendorf AG,47.2966,7.8005,BFE
2013-05-24,Neuendorf,Renewable energy,Solar,,Connected unit,1.1382,4623,PV Migros Verteilbetrieb Neuendorf AG - TKL1,195.32875,,2009-02-19,,Industriestrasse 2,SO,Migros Verteilbetrieb Neuendorf AG,47.2966,7.8005,BFE
2013-05-24,Flims-Dorf,Renewable energy,Hydro,,Drinking water plant,0.304,7017,TWKW Tarschlims ,2286.1520899999996,,2008-05-02,,Via dil Casti 17,GR,Flims Electric AG,46.8551,9.2685,BFE
2013-05-24,Sevelen,Renewable energy,Solar,,Connected unit,0.1023,9475,PV Giger Gemüsebau Sevelen,101.3235,,2010-03-02,,Auhof 1689,SG,Giger Gemüsebau,47.1329,9.4543,BFE
2013-05-29,Ebersecken,Renewable energy,Solar,,Connected unit,0.0323,6245,PV MW Energie AG Ebersecken - P007 Fischer,27.967,,2010-10-07,,Untergoldbach,LU,MW Energie AG,47.1806,7.9393,BFE
2013-05-30,Seengen,Renewable energy,Solar,,Connected unit,0.1608,5707,PV Chestonag Automation AG Seengen,160.07741000000001,,2010-03-30,,Wächterweg 4,AG,Chestonag Automation AG,47.3273,8.2058,BFE
2013-06-01,Root,Renewable energy,Bioenergy,,Biomass and biogas,0.205,6037,B Abwasserreinigung Rontal Root - BHKW ARA Rontal,908.5064699999999,,2012-02-15,,Mühleweg 4,LU,Gemeindeverband Abwasserreinigung Rontal,47.1111,8.3962,BFE
2013-06-03,Densbüren,Renewable energy,Bioenergy,,Biomass and biogas,0.26,5026,B Synfarms Energie Roland Nussbaum - Densbüren,1676.14712,,2010-07-09,,Aemethof 368,AG,Synfarms Energie,47.4555,8.0572,BFE
2013-06-05,Alpnach Dorf,Renewable energy,Solar,,Connected unit,0.4018,6055,PV Korporation Alpnach Alpnach Dorf - Spältenhalle + Walter Küng AG + Holzheizkraftwerk,385.81219999999996,,2008-05-02,,Chilcherlistrasse 6 + 8,OW,Korporation Alpnach,46.9504,8.211,BFE
2013-06-07,Klosters,Renewable energy,Hydro,,Run-of-river,14.0,7250,K Repower Klosters AG Klosters - Erneuerung KW,24646.391169999995,,2013-07-16,,Doggilochstrasse,GR,Repower AG,46.837,9.9764,BFE
2013-06-12,Leytron,Renewable energy,Solar,,Integrated unit,0.1131,1912,PV Service électrique intercommunal S.A. - SEIC Leytron,137.81608,,2008-05-02,,Rue de l'industrie,VS,Service électrique intercommunal S.A. - SEIC,46.1917,7.1923,BFE
2013-06-13,Wädenswil,Renewable energy,Solar,,Connected unit,0.1882,8820,PV EKZ Wädenswil - Tuwag,174.87947999999997,,2008-05-01,,Einsiedlerstrasse 29,ZH,Elektrizitätswerke des Kantons Zürich (EKZ),47.2225,8.6549,BFE
2013-06-14,Leytron,Renewable energy,Hydro,,Drinking water plant,0.446,1912,Turbinage Jorat - Afforêt,1971.8739999999998,,2008-05-02,,Réservoir d'Afforêt,VS,Administration communale de Leytron,46.1917,7.1923,BFE
2013-06-14,Gelterkinden,Renewable energy,Solar,,Connected unit,0.07294,4460,PV Architekturbüro Hanspeter Fiechter - MFH Bodenacker Gebäude 1,29.86091,,2011-07-19,,Tecknauerstrasse 60,BL,Architekturbüro Hanspeter Fiechter,47.4551,7.86,BFE
2013-06-17,Jegenstorf,Renewable energy,Solar,,Connected unit,0.1825,3303,PV Helvetia Solar AG Jegenstorf - Bütikofer,180.68185000000003,,2011-05-16,,Iffwilstrasse 70,BE,Helvetia Solar AG,47.052,7.507,BFE
2013-06-18,Alpnach Dorf,Renewable energy,Solar,,Connected unit,0.0415,6055,PV Credimex AG Alpnach Dorf,33.86327000000001,,2008-05-02,,Untere Gründlistrasse 7,OW,Credimex AG,46.9504,8.211,BFE
2013-06-18,Biberist,Renewable energy,Solar,,Connected unit,0.1502,4562,PV EV Energieversorgung Biberist - Dreifachturnhalle Biberist,207.90390000000002,,2011-09-14,,Schachenstrasse 6,SO,EV Energieversorgung Biberist,47.1815,7.5447,BFE
2013-06-18,Rheinau,Renewable energy,Solar,,Connected unit,0.1014,8462,PV Gut Rheinau GmbH - Laufstall,96.50816,,2008-05-01,,Zum Pflug 5,ZH,Gut Rheinau GmbH,47.6276,8.618,BFE
2013-06-21,Elgg,Renewable energy,Solar,,Connected unit,0.0734,8353,PV Energiegenossenschaft Elgg - Dach Maschinenhalle,74.01618,,2011-02-03,,Obermühle 2,ZH,Energiegenossenschaft Elgg,47.4901,8.8614,BFE
2013-06-24,Hauenstein,Renewable energy,Solar,,Integrated unit,0.07275,4633,PV Thomas Strub Hauenstein,82.26295,,2011-07-29,,Rankbrünnelistrasse 1,SO,Thomas Strub,47.3718,7.8467,BFE
2013-06-24,Amriswil,Renewable energy,Solar,,Connected unit,0.05922,8580,PV Engeli Immobilien GmbH Amriswil,78.42473999999999,,2011-08-09,,Traubenstrasse 1,TG,Engeli Immobilien GmbH,47.5409,9.2936,BFE
2013-06-24,Wittenbach,Renewable energy,Bioenergy,,Biomass and biogas,0.19,9300,Entsorgung St. Gallen Wittenbach - ARA Hofen,884.7953799999999,,2008-12-05,,Arbonerstrasse 42,SG,Entsorgung St. Gallen,47.4657,9.3844,BFE
2013-06-25,Grancia,Renewable energy,Solar,,Connected unit,0.3305,6916,PV IKEA Centers Switzerland SA Grancia,315.31238999999994,,2008-05-02,,Centro Lugano Sud,TI,IKEA Centers Switzerland SA,45.968,8.9268,BFE
2013-06-25,Alpnach Dorf,Renewable energy,Solar,,Connected unit,0.1528,6055,PV Korporation Alpnach Alpnach Dorf,131.56726999999998,,2008-05-02,,Chilcherlistrasse 1,OW,Korporation Alpnach,46.9504,8.211,BFE
2013-06-25,Tatroz,Renewable energy,Solar,,Integrated unit,0.1525,1617,PV Raymond Emonet SA,147.7615,,2008-06-06,,Rue du Village 20,FR,Raymond Emonet SA,46.5323,6.8815,BFE
2013-06-25,Alpnach Dorf,Renewable energy,Solar,,Connected unit,0.604,6055,PV Korporation Alpnach Alpnach Dorf - Industriestrasse 8,606.2068900000002,,2008-05-02,,Industriestrasse 8,OW,Korporation Alpnach,46.9504,8.211,BFE
2013-06-25,Hohenrain,Renewable energy,Solar,,Integrated unit,0.035,6276,PV Lanowa AG Hohenrain - Scheune,31.68,,2011-04-29,,Oberebersol 63,LU,Lanowa AG,47.179,8.318,BFE
2013-06-25,Alpnach Dorf,Renewable energy,Solar,,Connected unit,0.2668,6055,PV Zihl Verwaltungs AG Alpnach Dorf - Schoriederstrasse 4,199.83680000000004,,2008-05-02,,Schoriederstrasse 4,OW,Zihl Verwaltungs AG,46.9504,8.211,BFE
2013-06-28,Tägerwilen,Renewable energy,Solar,,Connected unit,0.1456,8274,PV Politische Gemeinde Tägerwilen - Hertlerhalle,127.05663000000001,,2008-05-02,,Lohstampfestrasse 7-9,TG,Politische Gemeinde Tägerwilen Elektrizitätswerk,47.6645,9.1262,BFE
2013-06-30,Steinach,Renewable energy,Solar,,Connected unit,0.036,9323,PV Abwasserverband Morgental Steinach,30.946,,2008-11-28,,Bleichestrasse 45,SG,Abwasserverband Morgental,47.4948,9.4331,BFE
2013-06-30,Lyss,Renewable energy,Solar,,Connected unit,0.0648,3250,PV SEW Solar Elektrizitätswerk Lyss - Erweiterung GIB Lyss,59.276509999999995,,2008-12-01,,Bürenstrasse 29,BE,SEW Solar Elektrizitätswerk Genossenschaft ,47.0756,7.3107,BFE
2013-07-01,Möhlin,Renewable energy,Bioenergy,,Biomass and biogas,0.08,4313,B Abwasserverband Region Möhlin  - Ersatz BHKW ARA Möhlintal,432.45234999999997,,2011-09-12,,Schwimmbadstrasse 20,AG,Abwasserverband Region Möhlin,47.5669,7.8546,BFE
2013-07-03,Schwanden,Renewable energy,Solar,,Connected unit,0.0595,8762,PV Sägerei Streiff AG Schwanden - Holzlager,47.252449999999996,,2011-06-20,,Herrenstrasse,GL,Sägerei Streiff AG,46.9672,9.0996,BFE
2013-07-10,Jonschwil,Renewable energy,Solar,,Connected unit,0.2267,9243,PV St. Gallisch-Appenzellische Kraftwerke AG Jonschwil - Werkhalle,193.87518000000003,,2011-01-28,,Werkstrasse 4,SG,St. Gallisch-Appenzellische Kraftwerke AG (SAK),47.4255,9.0966,BFE
2013-07-12,Yvonand,Renewable energy,Solar,,Integrated unit,0.246,1462,PV Serge Rebeaud Yvonand,248.282,,2008-06-13,,Chemin de l'Etroit 1B,VD,"Vente d'Electricité, Expl. Agricole",46.7893,6.7311,BFE
2013-07-15,Windisch,Renewable energy,Hydro,,Diversion plant,2.01,5210,KW Windisch - Produktionserhöhung,2119.9533899999997,,2010-11-19,,Dorfstrasse 69,AG,Axpo Kleinwasserkraft AG,47.4764,8.2202,BFE
2013-07-19,Steffisburg,Renewable energy,Solar,,Connected unit,0.1163,3613,PV NetZulg AG Steffisburg - Autohaus,98.48370000000001,,2009-12-17,,Bernstrasse 119,BE,NetZulg AG,46.771,7.6145,BFE
2013-07-25,Château d'Oex,Renewable energy,Solar,,Integrated unit,0.0312,1660,PV FAIRPLAY SOLAIRE Sàrl Château d'Oex,31.79025,,2010-03-16,,Route des Mosses 6,VD,FAIRPLAY SOLAIRE Sàrl,46.451,7.0906,BFE
2013-07-25,Langendorf,Renewable energy,Solar,,Connected unit,0.2246,4513,PV Truninger AG Langendorf,246.31119999999999,,2008-11-26,,Industriestrasse 15,SO,TRUNINGER AG,47.2198,7.5149,BFE
2013-07-30,Neuendorf,Renewable energy,Solar,,Connected unit,3.62,4623,PV Migros Verteilbetrieb Neuendorf AG,3385.915,,2009-02-19,,Neustrasse 49,SO,Migros Verteilbetrieb Neuendorf AG,47.2966,7.8005,BFE
2013-07-31,Bonstetten,Renewable energy,Solar,,Connected unit,0.067,8906,PV Solarspar Bonstetten - Sekundarschule,71.86676,,2008-08-27,,Schachenrain 1,ZH,Solarspar,47.316,8.4625,BFE
2013-08-07,Gümmenen,Renewable energy,Solar,,Connected unit,0.52371,3205,PV Fesseler Solar Invest Gümmenen - Holzlagerhalle,486.5664,,2011-07-20,,Austrasse 17a,BE,Fesseler Solar Invest,46.9433,7.2516,BFE
2013-08-09,Monthey,Renewable energy,Hydro,,Run-of-river,19.1,1870,K Compagnie industrielle de Monthey SA Cimo Monthey - Vièze,52878.05745,,2011-06-01,,Route de lIle-au-Bois 4,VS,Compagnie industrielle de Monthey SA (CIMO),46.2399,6.8892,BFE
2013-08-14,Buochs,Renewable energy,Hydro,,Diversion plant,0.09,6374,Kleinwasserkraftwerk Am Aawasser,285.52142999999995,,2008-05-02,,Ennetbürgerstrasse 36a,NW,Kraftwerk Am Aawasser GmbH,46.9637,8.4187,BFE
2013-08-16,Düdingen,Renewable energy,Solar,,Connected unit,0.53546,3186,PV Saatzucht Genossenschaft Düdingen SGD,492.1595,,2011-02-16,,Hägliweg 1,FR,Saatzucht Genossenschaft Düdingen,46.8506,7.1882,BFE
2013-08-19,Ettiswil,Renewable energy,Solar,,Connected unit,0.09775,6218,PV Afimag AG Ettiswil,4.89807,,2011-06-11,,Dorf 21,LU,Afimag AG,47.1461,8.0171,BFE
2013-08-20,Vernayaz,Renewable energy,Hydro,,Unknown,0.44,1904,K STESV Vernayaz - Turbinage Marcot-Vernayaz,2885.5837999999994,,2008-05-02,,Route des Dilligences,VS,Service électrique intercommunal S.A. - SEIC,46.1434,7.0307,BFE
2013-08-23,Uster,Renewable energy,Solar,,Connected unit,0.1014,8610,PV STWEG im Lot Uster - Flachdächer MFH,43.724030000000006,,2011-09-26,,Im Lot 10-14,ZH,STWEG im Lot c/o H&B Real Estate AG,47.353,8.723,BFE
